Source,Igbo,Hausa,Yoruba
"Dumping waste in drainage channels increases erosion. Let’s keep our environment safe, and dispose of trash properly.",Ikpofu ahịhịa n'uso mmiri na-abawanye ozize. Ka anyị chebe ebe obibi anyị ma kpofuo ahịhịa nke ọma.,"Zubar da shara a magudanan ruwa na ƙara jawo zaizayar ƙasa. Mu kiyaye muhallin mu, mu zubar da shara yadda ya kamata.","Fífi pàǹtírí sínú àwọn ọ̀nà tí wọ́n ń gbà ṣọ̀wọ́n omi máa ń mú kí ilẹ̀ túbọ̀ ba ilẹ̀ jẹ́. Ẹ jẹ́ kí a pa àyíká wa mọ́, kí a sì kó àwọn pàǹtírí dà nù bó ṣe yẹ."
Coastal communities should prepare for possible seawater intrusion. Saltwater can damage crops and drinking water sources.,Obodo didebere osimiri ga-akwado n'ihi na mmiri nnu nwere ike ịbata na ya. Mmiri nnu na-emebi ihe ọkụkụ ma na-emetọ mmiri ọṅụṅụ.,Al’ummomin da ke rayuwa a gaɓar ruwa su shirya don yiwuwar ɓallowar ruwan teku. Ruwan gishiri na iya lalata amfanin gona da ruwan sha.,"Ó yẹ kí àwọn ìlú tó wà létíkun múra sílẹ̀ fún omi òkun tó lè wọnú wọn. Omi iyọ̀ lè ba irè oko jẹ́, ó sì lè ba omi tó ṣeé mu jẹ́."
"Deforestation is worsening soil erosion. If you’re cutting down trees, plant new ones to protect the land.","Mgbutu osisi na-eme ka ozize ka njọ. Ọ bụru na i na-egbutu osisi, kụọ nke ọhụrụ iji chebe ala gị.","Sare itatuwa na ƙara zaizayar ƙasa. Idan kuna sare itace, ku dasa sabbi don kare ƙasa.","Pípa igbó run túbọ̀ ń mú kí ilẹ̀ túbọ̀ máa jẹrà. Bí ẹ bá ń gé igi, ẹ gbìn tuntun láti dáàbò bo ilẹ̀."
Climate change is making extreme weather more common. Let’s all play a role in protecting our environment.,Mgbanwe n'ọnọdụ ihu igwe na-eme ka ihu igwe dịkarịa. Ka anyị inye aka chebe ebe obibi anyị.,Sauyin yanayi na ƙara haifar da munanan yanayi. Mu tashi mu taimaka wajen kare muhallin mu.,Ìyípadà ojú ọjọ́ ń mú kí àwọn ìṣẹ̀lẹ̀ tó burú jáì túbọ̀ máa wáyé. Ẹ jẹ́ kí gbogbo wa kópa nínú ààbò àyíká wa.
"If you live near a steep slope, check for signs of soil movement after heavy rain. Small cracks could be a warning of a bigger landslide.","Ọ bụrụ na i bi n'ala na-amị amị, lelee ma a na-enwe nsogbu ozize ma mmiri zosịa. Obere mgbawa ọ na-enwe nwere ike igosi na nke ka njọ na-abịa.","Idan kuna zaune kusa da gangaren mai tsawo, ku duba idan ƙasa na motsi bayan ruwan sama. Ƙananan fashewar ƙasa na iya zama alamar babbar zabtarewa.","Tó o bá ń gbé nítòsí ibi tí òkè ti ga, rí i bóyá òjò tó ń rọ̀ lọ́nà tó lágbára ti mú kí erùpẹ̀ yí padà. Àwọn àlàfo kéékèèké lè jẹ́ ìkìlọ̀ nípa ìmìtìtì ilẹ̀ tó tóbi."
"Water pollution is rising. If you depend on rivers for drinking water, make sure to filter and boil it first.","Mmetọ ikuku na-arị elu Ọ bụrụ na ị na-agbata mmiri ọṅụṅụ gị n'osimiri, gbaa mbọ hụ na ị zaa ya aza ma sie ya n'ọkụ.","Gurɓatar ruwa na ƙaruwa. Idan kuna amfani da koguna don samun ruwan sha, ku tabbata kun tace shi kuma kun tafasa kafin amfani.","Àìmọ́tótó omi ń pọ̀ sí i. Tó bá jẹ́ pé odò lo ti ń rí omi mu, rí i dájú pé o kọ́kọ́ yó ó, kó o sì yó ó dáadáa."
Plastic waste is clogging drainage systems. Reduce single-use plastics and keep waste out of waterways.,Ahịhịa plastik na-asọchi ụzọ mmiri. Belata plastik ndị a na-eji otu ugboro eme ihe ma wepụ ahịhịa n'ime mmiri.,"Sharar robobi na toshe magudanan ruwa. Ku rage amfani da robobin da ake amfani da su sau ɗaya, kuma ku hana shara shiga hanyoyin ruwa.","Àwọn pàǹtírí òdòdó ń dí àwọn ọ̀nà tí omi ń gbà kọjá. Yẹra fún lílo àwọn ohun èlò òdòdó tí a lè lò lẹ́ẹ̀kan ṣoṣo, kí ẹ má sì kó pàǹtírí sínú àwọn ọ̀nà omi."
"Heat stress can reduce productivity. If you work outdoors, take more breaks and avoid direct sun.","Oké okpomọkụ nwere ike ibelata ike i ji arụ ọrụ. Ọ bụrụ na ị na-arụ ọrụ n'èzí, na-ezutụ ike ma zere ịnọ n'anwụ.","Zafin rana mai tsanani yana rage yawan aikin da mutane ke yi. Idan kuna aiki a waje, ku riƙa hutawa kuma ku guji shiga cikin rana ku tsaye.","Ìṣòro ooru lè dín ọ̀nà téèyàn ń gbà ṣiṣẹ́ kù. Tó o bá ń ṣiṣẹ́ níta, máa sinmi dáadáa kó o sì yẹra fún oòrùn."
"Harmattan winds are strong today. Dust levels are high, wear a face mask if you have breathing problems.","Ifufe ụgụrụ na-efesi ike taa. Uzuzu dị n'ebe ahụ buru ibu, were ihe nkpuchi ihu ma ọ bụrụ na ị na-enwe nsogbu n'iku ume.","Iskar lokacin sanyi na da ƙarfi yau. Ƙura na da yawa, sa takunkumin fuska idan kuna da matsalar numfashi.","Afẹ́fẹ́ ọyẹ́ lágbára lónìí. Àìmọye eruku ló wà níbí, ẹ fi ìbòjú bo ojú yín bí ẹ bá ní ìṣòro síséèémí."
"Road visibility is low this morning due to thick dust. If you’re driving, reduce speed and turn on your lights.","N'ụtụtụ a, a naghị ahụ ụzọ nke ọma n'ihi uzuzu. Ọ bụrụ na ị na-akwọ ụgbọala, belata ọsọ gị ma gbanye ọkụ ụgbọala gị.","Ba a iya gani sosai a hanya a safiyar nan saboda ƙura mai yawa. Idan kuna tuƙi, ku rage gudu kuma ku kunna fitilun mota.","Ojú òpópónà kò fi bẹ́ẹ̀ hàn dáadáa láàárọ̀ yìí nítorí eruku tó pọ̀. Tó o bá ń wakọ̀, dín iyara rẹ kù kó o sì tan iná."
The dry air is affecting the skin and lips. Use moisturizers and drink plenty of water to stay hydrated.,Ikuku kpọrọ nkụ na-emetụta ahụ na egbugbere ọnụ. Tee ude ma na-aṅụ mmiri nke ọma ka ahụ ghara ịkpọ nkụ.,Busasshiyar iska na tasiri kan fata da leɓɓa. Ku riƙa shafa mai mai gyara fata da shan ruwa mai yawa tabbatar da wadatuwar ruwa a jikinku.,"Afẹ́fẹ́ gbígbẹ náà ń ṣàkóbá fún awọ ara àti ètè. Máa lo àwọn ohun tó ń mú kí ara máa gbóná, kó o sì máa mu omi púpọ̀ kí ara rẹ lè máa gbóná."
"Dry season means an increase in fire outbreaks. Check gas cylinders, electrical wiring, and open flames carefully.","A na-enwe mmụba ọkụ ọgbụgba n'oge ọkọchị. Lelee gasị, n'ihe ndị e ji agbanye ọkụ eletrik, nakwa n'ihe ndị e ji amụnye ọkụ.","Lokacin bazara yana zuwa da yawaitar gobara. Kuna duba tukunyar gas, wayoyin lantarki, da wutar da ke fili da kyau.","Àkókò òjò tútù máa ń mú kí iná pọ̀ sí i. Ṣàyẹ̀wò bọ́ǹbù gáàsì, àwọn ẹ̀rọ tó ń lo iná, kó o sì fara balẹ̀ wo ibi tí iná ti ń jó."
"Burning refuse in Harmattan increases air pollution. Avoid it, and encourage others to dispose of waste responsibly.","Ịkpọ ahịhịa ọkụ n'oge ụgụrụ na-emetọ ikuku. Zere ya, ma gwaa ndị ọzọ ka ha kpofuo ahịhịa ha n'ụzọ kwesịrị ekwesị.","Ƙona shara a lokacin sanyi na ƙara gurɓatar iska. Ku guji yin haka, ku shawarci wasu kan cewa suna zubar da shara ta hanyar da ta dace.","Bí wọ́n ṣe ń sun ìdọ̀tí ní ọyẹ́ túbọ̀ ń ba afẹ́fẹ́ jẹ́. Yẹra fún un, kó o sì gba àwọn ẹlòmíràn níyànjú láti máa kó pàǹtírí dà nù lọ́nà tó bójú mu."
Harmattan winds carry bacteria and viruses. Wash your hands often and keep your nose covered when outside.,Ifufe ụgụrụ na-ebu nje bakịterịa na nje vaịrọs. Saa aka gị kwa mgbe ma kpuchie imi gị mgbe ị nọ n'èzí.,Iskar lokacin sanyi na ɗauke da ƙwayoyin cuta na virus da bakteriya. Ku riƙa yawan wanke hannu kuma kuna rufe hanci lokacin da kuke waje.,"Ẹ̀fúùfù ọyẹ́ máa ń gbé àwọn kòkòrò bakitéríà àti kòkòrò àrùn dání. Máa fọ ọwọ́ rẹ déédéé, kó o sì máa bo imú rẹ nígbà tó o bá wà níta."
"Dry season illnesses are spreading faster. If you develop a persistent cough, get checked for infections like pneumonia or tuberculosis.","Ọrịa oge ọkọchị na-agbasa ngwa ngwa. Ọ bụrụ na ụkwara gị adịgide, chọpụta ma ò nwere ọrịa na-efe efe, dị ka oyi ịba n'ahụ maọbụ ụkwara nta.","Cututtukan lokacin bazara na yaɗuwa cikin sauri. Idan kuna fama da tari mai naci, ku je a duba lafiyarku don bincike kan cututtuka irin su ciwon huhu ko tarin fuka.","Àwọn àìsàn tó máa ń wáyé nígbà ẹ̀ẹ̀rùn ń yára tàn kálẹ̀. Tó o bá ní ikọ́ tí kì í lọ bọ̀rọ̀, lọ yẹ ara rẹ wò láti mọ̀ bóyá o ní kòkòrò àrùn bíi àrùn ẹ̀dọ̀fóró tàbí ikọ́ ẹ̀gbẹ."
Dust can trigger allergies. Keep windows closed in the morning and clean surfaces regularly.,Uzuzu na-ebute ọrịa. Na-emechi windo n'ụtụtụ ma na-ehicha elu ihe mgbe niile.,"Ƙura na iya haddasa damuwar jiki. Kuna rufe tagogi da safiya, kuma ku riƙa goge wurare akai-akai.","Erùpẹ̀ lè mú kí ara èèyàn mára tuni. Jẹ́ kí fèrèsé máa wà ní títì pa láràárọ̀, kó o sì máa fọ àwọn ibi tó o bá ń lò déédéé."
"Firewood smoke increases respiratory diseases. If possible, switch to cleaner cooking methods.","Anwụrụ ọkụ na-abawanye nsogbu n'iku ume. Ọ bụrụ na ọ ga-ekwe mee, gbanwee ụzọ i si esi nri.","Hayaƙin itace na ta’azzara cututtukan numfashi. Idan zai yiwu, ku koma amfani da hanyoyin girki mafiya tsafta.","Èéfín igi gbígbóná máa ń mú kí àwọn àrùn tó jẹ mọ́ òpó èémí pọ̀ sí i. Bó bá ṣeé ṣe, yí padà sí àwọn ọ̀nà ìgbọ́únjẹ tó mọ́ tónítóní."
Rising temperatures are affecting cocoa yields in Ondo. Mulching and shade trees can help protect your crops.,Oke okpomọkụ na-emetụta ihe ọkụkụ koko n'Ondo. Ịgbasa osisi na inye ha ndò ga-enye aka chebe ihe ọkụkụ gị.,Ƙaruwar zafi na tasiri kan girman koko a Ondo. Lulluɓe ƙasa da bishiyoyi masu inuwa na iya kare gonakinku.,"Ooru tó ń lọ sókè ń ṣàkóbá fún ìkórè koko ní Ondo. Tó o bá fi àwọn igi tó ń fúnni ní òjìji bo ilẹ̀, wàá lè dáàbò bo àwọn irè oko rẹ."
Harmattan winds are drying out farmlands. Irrigation is essential for crops like tomatoes and maize right now.,Ifufe ụgụrụ na-akpọnwụ ala ugbo. Ịgba mmiri dị mkpa ugbua maka ihe ọkụkụ dị ka otuboala na ọka.,Iskar lokacin sanyi na busar da gonaki. Ban-ruwa na da matuƙar muhimmanci yanzu musamman ga tsirrai irin su tumatir da masara.,Ẹ̀fúùfù ọyẹ́ ń gbẹ àwọn ilẹ̀ oko. Irrigation ṣe kókó fún àwọn irè bíi tòmátì àti àgbàdo ní báyìí.
Heavy rains are expected this weekend. Farmers should harvest ready crops early to avoid water damage.,A na-atụ anya nnukwu mmiri ozuzo na ngwụcha izu a. Ndị ọrụ ugbo kwesịrị iwe ihe ubi ha n'oge ka mmiri ghara imebi ihe.,Ana sa ran ruwan sama mai yawa a ƙarshen wannan mako. Manoma su girbe amfanin da ya nuna kafin ruwa ya lalata.,Òjò líle ni a ń retí ní òpin ọ̀sẹ̀ yìí. Àwọn àgbẹ̀ gbọ́dọ̀ tètè kórè àwọn irè oko tí wọ́n bá ti gbìn kí omi má bàa bà wọ́n jẹ́.
The dry season is coming. Now is the time to build water storage systems for your farm.,Oge ọkọchị na-abịa. ugbua bụ oge iwu usoro nchekwa mmiri maka ugbo gị.,Lokacin bazara na zuwa. Yanzu ne lokacin gina wuraren adana ruwa don gonakinku.,Ìgbà ẹ̀ẹ̀rùn ń bọ̀. Àkókò nìyí láti kọ́ àwọn ibi tí omi á ti máa ṣọ̀wọ́n fún oko rẹ.
"Flooding last year wiped out several farmlands in Niger State. This year, take precautions by planting on higher ground.","ide mmiri e nwere n'afọ gara aga kpochapụrụ ọtụtụ ala ugbo na steeti Niger. N'afọ a, kpachara anya site n'ịkụ mkpụrụ n'ebe dị elu.","Ambaliya a bara ta shafe gonaki da yawa a Jihar Neja. Bana, ku ɗauki matakin yin shuka a wuri mai tudu.","Ìkún omi tó wáyé lọ́dún tó kọjá fọ́ ọ̀pọ̀lọpọ̀ ilẹ̀ oko run ní ìpínlẹ̀ Niger. Lọ́dún yìí, ẹ gbin irúgbìn yín sí ibi tó ga."
Agro-experts warn that excessive rain can lead to fungal infections in crops. Treat your plants early.,Ndị ọkachamara n'ihe banyere ọrụ ugbo ekwuola na oké mmiri ozuzo nwere ike ibute ọrịa fungal n'ihe ọkụkụ. Leruo ihe ọkụkụ anya n'oge..,Masana harkar noma da kiwo na gargaɗi cewa yawan ruwan sama na iya haifar da ƙwayar cutar fungi a shuka. Ku fara magani da wuri.,Àwọn ògbóǹkangí nínú iṣẹ́ àgbẹ̀ kìlọ̀ pé òjò tó ń rọ̀ jù lè fa àrùn fungal nínú àwọn irè oko. Kọ́kọ́ ṣe àwọn ohun ọ̀gbìn rẹ.
"This heat is no joke. The sun is unforgiving this week, so please drink lots of water, stay indoors when you can, and check on older family members.","Okpomọkụ a abụghị ihe egwuregwu. Anwụ na-achasị ike n'izu a, ya mere biko ṅụọ mmiri nke ọma, nọrọ n'ime ụlọ mgbe ị nwere ike, ma lelee ndị agadi nọ n'ezinụlọ.","Wannan zafi ba wasa ba ne. Rana ba ta sassauci a wannan mako, don Allah ku riƙa shan ruwa sosai, ku zauna a gida idan zai yiwu, kuma ku kula da dattawan da ke gidanku.","Ooru yìí kì í ṣe àwàdà. Oòrùn kò ní dárí jini lọ́sẹ̀ yìí, nítorí náà, ẹ jọ̀wọ́, ẹ mu omi púpọ̀, ẹ dúró nínú ilé nígbà tí ẹ bá lè ṣe é, kí ẹ sì máa yẹ àwọn àgbàlagbà tó wà nínú ìdílé yín wò."
"Lagosians expect heavy rains this afternoon. If you're on the road, be careful as some areas are already flooding.","Ndị Lagos na-atụ anya nnukwu mmiri ozuzo n'ehihie a. Ọ bụrụ na ị nọ n'okporo ụzọ, kpachara anya dịka ụfọdụ mpaghara na-ama ide mmiri.","Mazauna Lagos suna sa ran ruwan sama mai yawa yau da rana. Idan kuna kan hanya, ku yi hankali saboda wasu wurare sun fara ambaliya.","Àwọn ará ìlú Èkó ń retí òjò ńlá lálẹ́ yìí. Bí ẹ bá wà lójú ọ̀nà, ẹ ṣọ́ra nítorí pé àwọn àgbègbè kan ti kún fún omi."
"The Nigerian Meteorological Agency says we should prepare for strong winds this weekend. If your roof has any issues, now is the time to fix them.","Ụlọọrụ Naijiria na-ahụ maka ọnọdụ ihu igwe kwuru na anyị kwesịrị ịkwado maka ifufe siri ike na ngwụcha izu a. Ọ bụrụ na e nwere nsogbu ọbụla n'elu ụlọ gị, ugbua bụ oge idozi ya.","Hukumar Harkokin Yanayi ta Najeriya ta ce a shiryawa zuwan iska mai ƙarfi a ƙarshen wannan mako. Idan rufin gidanku na da matsala, yanzu ne lokacin gyarawa.","Ajọ to n ri si oju ojo lorilẹede Naijiria sọ pe o yẹ ki a mura silẹ fun afẹfẹ to lagbara ni ipari ọsẹ yii. Bó bá jẹ́ pé òrùlé rẹ ní ìṣòro èyíkéyìí, àkókò nìyí láti ṣàtúnṣe rẹ̀."
"Residents in Sokoto, humidity levels are dropping fast. If you have asthma or dry skin, keep your inhalers and moisturizers close.","Ndị bi na Sokoto, ọkwa iru mmiri na-ada ngwa ngwa. Ọ bụrụ na ị na- arịa ụkwara ume ọkụ maọbụ na akpụkpọ ahụ gị kpọrọ nkụ , na- etinye ọgwụ ndị na- eme ka mmiri gwụsịa na ndị na- eme ka mmiri dị n"" ahụ́ gị nso .","Mazauna Sokoto, damshin iska yana raguwa da sauri. Idan kuna fama da cutar asma ko busashewar fata, ku ajiye na’urar shaƙar iska, wato inhaler, da man shafawa a kusa.","Ẹ̀yin olùgbé Sokoto, ìmúdàgba òjò ti ń yára dín kù. Tó o bá ní àrùn ikọ́ fée tàbí tí awọ ara rẹ gbẹ, má ṣe jẹ́ kí àwọn ohun tó ń mú kí ara gbẹ àtàwọn ohun tó ń mú kí ara gbẹ wà nítòsí rẹ."
"Farmers in Benue, this week's downpour is likely to increase soil erosion. Use cover crops or ridges to protect your farmland.","Ndị ọrụ ugbo nọ na Benue, oke mmiri ozuzo nke izu a nwere ike ime ka erosion ala dịkwuo elu. Jiri ihe ọkụkụ ndị na-ekpuchi ala maọbụ ugwu ndị dị n'elu ala mee ihe iji chebe ala ubi gị.","Manoman Benue, ruwan sama na wannan mako zai iya ƙara yawan zaizayar ƙasa. Yi amfani da ciyayi masu rufe ƙasa ko tuddai don kare gonakinku.","Àwọn àgbẹ̀ ní Benue, òjò tó rọ̀ lọ́sẹ̀ yìí lè mú kí ilẹ̀ túbọ̀ jẹrà sí i. Lo àwọn irè oko tí wọ́n fi ń bo ilẹ̀ rẹ tàbí àwọn òkè tó wà lábẹ́ ilẹ̀ láti fi dáàbò bo ilẹ̀ oko rẹ."
"The government has warned of possible flooding in the Niger Delta. If you live near riverbanks, avoid sleeping too close to the water.","Gọọmentị adọọla ndị mmadụ aka na ntị na ide mmiri nwere ike ime na Niger Delta. Ọ bụrụ na ị bi n'akụkụ osimiri, zere ihi ụra n'ebe dị nnọọ nso na mmiri.","Gwamnati ta yi gargaɗi game da yiwuwar ambaliya a yankin Niger Delta. Idan kuna zaune kusa da bakin kogi, ku guji barci kusa da ruwa.","Ìjọba ti kìlọ̀ nípa ìkún omi tó ṣeé ṣe kó wáyé ní àgbègbè Niger Delta. Tó o bá ń gbé nítòsí odò, má ṣe sùn nítòsí omi."
"Abuja drivers, visibility will be poor tomorrow morning due to harmattan haze. If you must drive, use your fog lights.","Ndị ọkwọụgbọala Abuja, ọhụụ ga-adị njọ n'ụtụtụ echi n'ihi anwụrụ ọkụ harmattan. Ọ bụrụ na ị ghaghị ịkwọ ụgbọala, jiri ọkụ ihu igwe gị.","Direbobin Abuja, kallon hanya zai yi wahala gobe da safe saboda hazon lokacin sanyi. Idan ta kama dole sai kun yi tuƙi, ku yi amfani da fitilun hazo.","Àwọn awakọ̀ Abuja, kò ní ṣeé ríran dáadáa láàárọ̀ ọ̀la nítorí ìkùukùu ọyẹ́.Tó o bá ní láti wakọ̀, lo àwọn iná mànàmáná rẹ."
The tides are high along the Atlantic coastline today. Fishermen should avoid deep waters until conditions improve.,Ebili mmiri dị elu n'akụkụ ụsọ oké osimiri Atlantic taa. Ndị ọkụ azụ̀ kwesịrị izere igwu mmiri n'ebe dị omimi ruo mgbe ọnọdụ gbanwere.,Igiyoyin ruwa sun yi tsawo a gaɓar tekun Atlantika yau. Masunta su guji shiga wuri mai zurfi na ruwa har sai yanayi ya inganta.,Òkun ń ya wọ etíkun Òkun Àtìláńtíìkì lónìí. Àwọn apẹja gbọ́dọ̀ yẹra fún lílọ síbi omi jíjìn títí dìgbà tí nǹkan á fi dáa.
"Rising temperatures are pushing up electricity demand. If you use a generator, make sure it's well-ventilated to prevent carbon monoxide poisoning.","Ọnọdụ okpomọkụ na-arị elu na-eme ka a na-achọkwu ọkụ eletrik. Ọ bụrụ na ị na-eji ígwè na-enye ọkụ, jide n'aka na a na-enye ya ezigbo ikuku iji gbochie nsí carbon monoxide.","Ƙaruwar zafi na ƙara buƙatar wutar lantarki. Idan kuna amfani da janareta, ku tabbatar da cewa yana samun iska mai kyau don hana gubar sinadarin carbon monoxide.","Bí ooru ṣe ń móoru ń mú kí ọ̀pọ̀ èèyàn nílò iná mànàmáná. Tó o bá ń lo ẹ̀rọ amúnáwá, rí i dájú pé ó máa ń gba atẹ́gùn dáadáa kó o má bàa kó májèlé sínú èéfín carbon monoxide."
"The rain hasn’t stopped in Port Harcourt, and more is coming. Flooded roads are dangerous, if it looks deep, please turn around.","Mmiri ahụ akwụsịbeghị na Port Harcourt, mmiri ka na-ezo. Okporo ụzọ ndị ide mmiri jupụtara dị ize ndụ, ọ bụrụ na ọ dị ka ọ dị omimi, biko tụgharịa.","Ba a daina ruwan sama a Port Harcourt ba, kuma ana sa ran ƙarin ruwa ma. Hanyoyin da suka cika da ruwa suna da haɗari; idan kukuka ga alamar tana da zurfi, ku canza hanya.","Òjò kò dáwọ́ dúró ní Port Harcourt, ó sì tún ń rọ̀. Àwọn òpópónà tí omi ti kún jẹ́ ewu, bí ó bá dà bíi pé ó jìn, jọ̀wọ́ yí padà."
"Farmers watch out, pests thrive in humid conditions. Inspect your crops early so you don’t lose them to unexpected infestations.","Ndị ọrụ ugbo, uche unu dị ya, ihe nripịa na-eto nke ọma n'ebe mmiri dị. Nnyocha ihe ọkụkụ gị n'oge ka ihe nripịa ghara imebiri gị ya.","Manoma ku kula, ƙwari suna bunƙasa a yanayi mai damshi. Ku duba amfanin gonakinku da wuri don kada su lalace saboda farmakin ƙwari.","Àwọn àgbẹ̀ gbọ́dọ̀ ṣọ́ra, àwọn kòkòrò máa ń gbèrú nínú ọ̀rinrin. Máa tètè yẹ àwọn irè oko rẹ wò kó o má bàa pàdánù wọn nítorí àwọn kòkòrò tí o kò retí."
Too much sun can stress crops. Mulching helps retain moisture in the soil and keeps your plants cool. Try it.,Oké anwụ na-ata ihe ọkụkụ ahụhụ. Ịkụba ya n'ime ala na-enye aka mmiri aba ya nke ọma ma na-enyekwa osisi gị ikuku. Meegodi ya.,Rana mai tsanani na iya damun tsirrai. Lulluɓe ƙasa yana taimakawa wajen wanzuwar danshi a ƙasa kuma yana sanyaya tsirrai. Ku gwada hakan.,"Oòrùn tó pọ̀ jù lè fa wàhálà fún àwọn irè oko. Fífún ilẹ̀ lọ́dà á jẹ́ kí ọ̀rinrin inú ilẹ̀ náà máa wà, á sì jẹ́ kí ilẹ̀ tutù. Gbìyànjú ẹ̀ wò."
"The weather is unpredictable, but your harvest doesn’t have to be. Mixed cropping (planting different crops together) reduces risk.","E nweghị ike ịkọwa ọnọdụ ihu igwe, ma a ga-ekwu mgbe ị ga-ewu ihe ubi gị. Ịgwakọta ihe ọkụkụ (ịkụkọta ihe ọkụkụ dị iche iche ọnụ) na-ebelata ihe ize ndụ.","Yanayin ba shi da kan gado, amma kar ku yarda girbinku ya zama marar kan gado. Nomar gauraye (shuka nau'ikan tsirrai daban-daban tare) yakan rage haɗari.","Ojú-ọjọ́ kì í dúró sójú kan, àmọ́ ìkórè rẹ kò ní dúró sójú kan. Fífi àwọn irúgbìn tó yàtọ̀ síra gbìn pa pọ̀ máa ń dín ewu ewu náà kù."
"Water scarcity is real. If you rear animals, make sure they have enough drinking water, especially during the dry season.","Ụkọ mmiri dị adị n'ezie. Ọ bụrụ na ị na-akpa anụmanụ, hụ na ha nwere mmiri ọṅụṅụ kwesịrị ekwesị, ọkachasị n'oge ọkọchị.","Rashin ruwa gaskiya ne. Idan kuna kiwon dabbobi, ku tabbata cewa suna da isasshen ruwan sha, musamman a lokacin rani.","Àìtó omi jẹ́ òótọ́. Tó o bá ń sin ẹran, rí i dájú pé omi tó pọ̀ tó wà fún wọn láti mu, pàápàá nígbà ọ̀dá."
"Last year’s floods destroyed several rice farms in Kebbi. This year, consider early planting and raised beds to reduce losses.","ide mmiri nke afọ gara aga bibiri ọtụtụ ugbo osikapa na Kebbi. N'afọ a, tụlee ịgha mkpụrụ n'oge na iburu ihe ndị a kụrụ n'ala elu iji belata mfu.",Ambaliyar bara ta lalata gonakin shinkufa da dama a Kebbi. Ku yi tunanin yin shuka da wuri da yin kunya mai tudu bana don rage hasara.,"Àkúnya omi ọdún tó kọjá ba ọ̀pọ̀ oko ìrẹsì jẹ́ ní Kebbi. Lọ́dún yìí, ronú nípa gbígbìn irúgbìn ṣáájú àkókò àti gbígbé àwọn ibùsùn tó ga sókè láti dín àdánù kù."
Overusing chemical fertilizers can weaken your soil. Organic options like compost or manure can keep it healthy for the long run.,Iji fatịlaịza eme ihe n'ụzọ gabigara ókè pụrụ ime ka ala gị daa mbà. Ihe ndị dị ka compost maọbụ nsị anụ nwere ike ime ka o nwee ahụ ike ruo ogologo oge.,Amfani da takin zamani fiye da kima na iya raunana ƙasa. Amfani da takin gargajiya irin su bola ko kashin dabbobi na iya kiyaye lafiyar ƙasa na dogon lokaci.,Lílo àwọn kẹ́míkà tí wọ́n fi ń fi ajílẹ̀ ṣe lọ́nà tó pọ̀ jù lè sọ ilẹ̀ rẹ di ahẹrẹpẹ. Àwọn ohun tí kò ní èròjà kankan nínú bíi compost tàbí ọ̀gbìn ìgbẹ́ lè mú kó wà ní ìlera fún àkókò gígùn.
"Farmers in Oyo, it's almost time for yam planting. The early rains are coming, get your ridges ready.","Ndị ọrụ ugbo nọ n'Oyo, ọ fọrọ obere ka ọ bụrụ oge ịkụ ji. Mmiri mbụ na-abịa, kwado riiji gị.","Manoman Oyo, lokacin shukar doya ya kusa. Ruwan sama na farko-farko yana tafe, ku shirya gonakinku.","Ẹ̀yin àgbẹ̀ ní Oyo, ó ti fẹ́rẹ̀ẹ́ tó àkókò láti gbin ìrẹsì. òjò tó máa ń rọ̀ ní kùtùkùtù ń bọ̀, ẹ múra àwọn òkè yín sílẹ̀."
"If your maize keeps failing, check the variety you’re planting. Drought-resistant seeds could be the game-changer you need.","Ọ bụrụ na ọka gị na-ada kwa mgbe, lelee ụdị ọka ị na-akụ. Mkpụrụ ndị na-eguzogide oké ọkọchị nwere ike ịbụ ihe ị kwesịrị iji.","Idan masaranku ta ci gaba da lalacewa, ku duba nau'in irin da kuke shukawa. Iri masu jure fari na iya zama mafitar da kuke buƙata.","Bí àgbàdo rẹ bá ń kùnà, ṣàyẹ̀wò irúgbìn tó ò ń gbìn. Àwọn irúgbìn tó lè mú kí òjò má rọ̀ lè jẹ́ ohun tó o nílò."
"Agro-officers in Kano say onion prices will likely rise due to reduced supply. If you’re a farmer, now’s a good time to plant.","Ndị na-ahụ maka ọrụ ugbo na Kano na-ekwu na ọnụahịa yabasị ga-arị elu n'ihi mbelata ọkọnọ. Ọ bụrụ na ị bụ onye ọrụ ugbo, ugbua bụ oge dị mma ịgha mkpụrụ.","Ma'aikatan gona a Kano sun ce farashin albasa zai iya tashi saboda raguwar samar da ita. Idan ku manomi ne, yanzu lokaci ne mai kyau na shuka.","Àwọn òṣìṣẹ́ àgbè ní Kano sọ wípé iye tí wọ́n ń ta ọ̀gàrà yóò lọ sókè nítorí pé ìpèsè rẹ̀ dín kù. Tó o bá jẹ́ àgbẹ̀, àkókò tó dára jù lọ láti gbìn ni àkókò yìí."
"Palm oil producers, rising temperatures affect fruit ripening. You may need to adjust your harvesting schedule this season.","Ndị na-emepụta mmanụ nkwụ, oke okpomọkụ na-emetụta mkpụrụ osisi na-amị amị. Ị nwere ike ịgbanwe usoro owuwe ihe ubi gị n'oge a.","Masu samar da man ja, ƙaruwar zafi yana tasiri kan nunar 'ya'yan itatuwa. Ya kamata ku gyara jadawalin girbinku na wannan kakar.","Àwọn tó ń ṣe epo ọ̀pẹ, bí ooru ṣe ń mú kí òdòdó wọn tètè gbó. Ó lè pọn dandan pé kó o yí ìtòlẹ́sẹẹsẹ ìkórè rẹ padà lọ́dún yìí."
